name,location,price_lacs,area_sqft,bhk,is_reviewed
twin tower,"nager bazar, jessore road",51.7,1175,3,0
deluxe sankalpa vila,"sodepur,  north",22.0,720,2,0
deluxe sankalpa vila,"sodepur,  north",24.0,720,2,0
philips parama abasan,behala,130.0,1658,4,0
nbcc vibgyor towers,new town,127.0,1578,4,1
ganguly 4 sight 36,garia,40.0,935,2,0
dwarika hights,"dum dum cantt, south dumdum",47.05,1190,3,0
residential apartment,"airport 2 no. gate, north dumdum",29.17,884,2,0
on request,narendrapur,33.9,892,3,0
balaji heights,"nager bazar, jessore road",55.17,1226,3,0
dwarika hights,"dum dum cantt, south dumdum",48.51,1228,3,0
greenfield city,behala chowrasta,35.5,893,3,0
subhasree apartment,new barrakpur,12.93,488,1,0
highland park,"patuli, em bypass",86.0,1206,2,0
"narendrapur, kolkata, kolkata south",narendrapur,83.0,1655,4,0
bengal peerless avidipta phase 2,mukundapur,99.0,917,2,1
hiland park,"em bypass,  south",99.0,1264,3,1
"residental apartment,airport","airport, dum dum",36.57,1060,3,0
on request,"kudghat, tollygunge",35.0,650,2,0
sristi apartment,tollygunge,29.0,672,2,0
on request,"kudghat, tollygunge",35.0,800,2,0
sonartori,"patuli, em bypass",88.0,1355,3,0
uttara tritiya,new town action area 2d,122.0,1436,3,0
greenfield city,behala chowrasta,28.0,774,2,0
megh apartment,"bakultala,  south",22.0,860,2,0
neelachal abasan chs,kasba,90.0,1276,3,0
neelachal abasan chs,kasba,80.15,1145,3,0
sweet snehalata,"sodepur,  north",23.0,710,2,0
tolly court,tollygunge,87.0,1230,3,0
shivam apartment baguihati,baguiati,27.44,686,2,0
"residential apartment,dumdum cant","dum dum cantt, south dumdum",27.95,860,2,0
bengal shapoorji shukhobristhi,new town,32.2,680,2,1
bengal shapoorji shukhobristhi,new town,52.0,1000,3,1
bengal dcl sampoorna,action area 2,23.0,400,1,1
mitra appartment,tollygunge,20.0,750,2,0
fm dream villa,tollygunge,30.0,957,2,0
on request,mukundapur,25.0,677,2,0
on request,mukundapur,40.75,849,2,0
on request,baguiati,25.36,634,2,0
"soumendra plaza new booking, agarpara","agarpara, panihati",16.6,650,2,0
todi sunny skyline,garia,70.0,1280,3,0
nexus residency,"amarabati, sodepur",38.5,1176,3,0
rabindra plaza new booking agarpara b t road,"agarpara, panihati",19.04,680,2,0
residential building,action area 1,75.0,1200,3,0
oas lake life township,"joka,  south",23.0,909,3,0
bengal shapoorji shukhobristhi,new town,23.5,480,1,1
bengal shapoorji shukhobristhi,new town,22.0,480,1,1
jai hanuman apartment 2,"dmotor, uttarpara",18.0,700,2,0
nirvana apartment,"dmotor, uttarpara",18.2,728,2,0
jai ganesh apartment ii,"dmotor, uttarpara",8.32,320,1,0
nirvana,"em bypass,  south",103.0,1513,3,0
space aurum,bt road,85.0,1470,3,0
"shivam uttara, uttarpara","uttarpara, hooghly",13.2,480,2,0
tara ma enterprises,action area 1,32.0,442,1,0
bengal shapoorji shukhobristhi,new town,55.0,930,3,1
ss enclave,"haridevpur, putiary",29.0,930,2,0
on request bhawanipore,"das park, sarat bose road",180.0,1700,3,0
brooklyn apartment,"patuli, em bypass",75.0,1120,3,0
purbachal cluster 4,sector 3 salt lake,95.0,1500,3,0
sana exotica,"pathanpur, birati",18.64,565,2,0
purbachal cluster 12,salt lake,45.0,714,3,0
suprima appartment,"laskarpur, garia",25.5,800,2,0
atri green valley,narendrapur,20.5,650,1,1
eden exotica,"panchasayar, em bypass",45.0,920,2,0
golf green urban complex,jadavpur,55.0,1600,3,0
eden tolly signature,tollygunge,43.0,934,2,0
kavi nazrul metro,garia,56.0,1000,2,0
ujjwala luxary apartments,new town action area 2d,135.0,1509,3,0
b abason,dunlop,15.2,475,1,0
galaxy chs,action area 1,74.0,1250,3,0
shrachi greenwood elements,new town,52.0,822,2,1
on request new,kasba,22.0,510,1,0
deluxe sankalpa vila,"sodepur,  north",18.0,600,2,0
ambuja ujjwala the condoville,new town,136.0,1509,3,1
on request,"purbalok, em bypass",60.0,1200,3,0
spandan,"madurdaha, em bypass",50.0,1200,3,0
residential apartment,"triangular park, ballygunge",150.0,1680,3,0
merlin 5th avenue,salt lake,119.0,1100,2,1
bengal peerless avidipta phase 2,mukundapur,72.0,700,2,1
twin tower,"nager bazar, jessore road",35.73,812,2,0
sampurna apartment,sector 5 salt lake,45.0,1000,3,0
shivam residency,"bhadrakali, uttarpara",21.75,687,2,0
"residential flat,airport","airport, dum dum",26.91,780,2,0
"residential flat,airport","airport 2 no. gate, north dumdum",57.64,1441,3,0
star residency,ar park,58.0,1458,3,0
on request new alipore,new alipore,175.0,1750,3,0
trinayani apartment,madhyamgram,13.76,429,1,0
subhashree apartment,new barrakpur,14.07,521,1,0
south city,ce anwar shah rd,160.0,1140,2,1
rajshwari co. op society,action area 1,85.0,1250,3,0
bengal abasan urban sabujayan,mukundapur,54.0,1015,2,1
dcj homes,rajarhat,34.0,1174,3,0
on request,"cd block newtown, action area 1",58.0,990,2,0
shrachi rosedale garden,new town,100.0,876,2,1
subhasree apartment,new barrakpur,12.69,488,1,0
sureka sunrise symphony,new town,51.0,831,2,1
green view,action area 1,114.99999999999999,1610,3,0
south city,ce anwar shah rd,250.0,1707,4,1
antrik apartment,"sodepur,  north",20.0,640,2,0
natural haldiram enclave,vip road,90.0,1669,3,0
residential apartment,southern avenue,75.0,800,2,0
