name,location,price_lacs,area_sqft,bhk,is_reviewed
on request,"g development society, panchpota",60.0,1228,3,0
on request,new garia,60.61,1102,3,0
on request,nayabad,47.0,1085,3,0
on request,"nabodit, nayabad",30.87,735,2,0
on request,"madurdaha, em bypass",89.63,1358,3,0
on request,kalikapur,48.0,850,2,0
on request,new garia,30.0,730,2,0
on request new,nayabad,50.0,1110,3,0
on request,nayabad,34.0,875,2,0
on request,"g development society, panchpota",35.0,700,2,0
mehra apartment,"g development society, panchpota",34.2,760,2,0
on request,new garia,51.75,1050,3,0
mini complex,nayabad,33.5,795,2,0
on request,nayabad,36.27,930,2,0
on request,"madurdaha, em bypass",44.24,985,2,0
highrise society.,new garia,44.06,979,3,0
on request,new garia,40.0,810,2,0
on request,"madurdaha, em bypass",60.0,1320,3,0
on request,"purbalok, em bypass",96.0,2120,3,0
on request,"purbalok, em bypass",66.3,1020,2,0
on request,"madurdaha, em bypass",72.05,1310,3,0
on request,"madurdaha, em bypass",44.0,1024,2,0
on request,"madurdaha, em bypass",40.0,960,2,0
on request,"ce anwarshaw road connector,  south",47.0,890,2,0
gm meena florence,"dash drone, rajarhat",45.0,925,2,0
krishnakoli,santoshpur,60.0,1000,3,0
the 102,"joka,  south",65.0,1500,3,1
residential complex,"survey park, santoshpur",53.88,898,2,0
residential complex,"survey park, santoshpur",109.00000000000001,1810,4,0
eden exotica,"panchasayar, em bypass",62.0,970,2,0
magnolia prestige,bishnupur,40.0,1274,3,1
srijan natura,new alipore,130.0,1224,3,0
"residential apartment,airport gate 1","airport, dum dum",38.15,1090,3,0
on request,"airport, dum dum",28.0,800,2,0
on request,nayabad,50.0,1107,3,0
on request,kalikapur,69.35,1035,3,0
on request,"salua, new town",36.26,980,2,0
unimark springfield,rajarhat,57.0,971,2,1
on request,"arjunpur, raghunathpur",32.8,820,2,0
eden brookside,thakurpukur,40.0,1140,3,0
bengal abasan urban sabujayan,mukundapur,65.0,1200,3,1
ce hig suvendu,action area 1,95.0,1470,3,0
vaishnavi apartment,"baishnabghata, garia",55.62,924,2,0
baishnab apartment,"baishnabghata, garia",74.29,1228,3,0
baishnab apartment,"kanungo park, garia",64.8,1071,3,0
elevate godrej se7en,"joka,  south",51.0,891,2,0
the 102,"joka,  south",56.8,908,2,1
saidham 2,"diamond park, joka",36.0,930,2,0
madhuban abasan new booking,dum dum,45.65,830,2,0
disha appartment,thakurpukur bazar,29.0,700,2,0
krishnakunja,"silpara, barisha",28.5,820,2,0
sy super residency,bl saha road,94.0,1500,3,0
deeshari megacity,southern bypass,28.0,860,2,1
silveroak estate,rajarhat,90.0,1280,3,1
elevate godrej se7en,"joka,  south",65.5,1108,3,0
purti veda,new town,96.0,1144,3,0
on request,bara nagar,65.8,1371,3,0
mithu apartments,"mahamayatala, garia",36.66,780,2,0
baisakhi apartment,brahmapur,32.0,700,2,0
vasant enclave,brahmapur,35.0,774,2,0
siddha town,rajarhat,54.0,1220,3,1
r apartment,boral,26.0,800,2,0
mayfair venus,narendrapur,45.0,1180,3,0
a & s apartment (new booking),"agarpara, panihati",32.55,1050,3,0
elevate godrej se7en,"joka,  south",47.8,817,2,0
rajat avante,"joka,  south",65.99,1208,3,0
on request new,"fartabad, garia",54.28,1044,2,0
alokananda,"boalia, rajpur sonarpur",41.4,900,2,0
mini complex,mukundapur,28.0,780,2,0
sarovaar,action area 3,31.13,575,1,0
unimark riviera,"uttarpara, hooghly",92.0,1436,3,0
merlin elements,new alipore,204.99999999999997,1214,3,0
"prince anwar shah rd, kolkata, kolkata south",ce anwar shah rd,200.0,2159,6,0
fort royal,"badam talla, tollygunge",360.0,3200,5,0
amrat apartment,"nitai nagar, mukundapur",105.0,1390,3,0
the soul,rajarhat,147.0,1552,4,1
urban green,rajarhat,130.0,1400,3,0
on request,bara nagar,58.08,1452,3,0
on request,"bonhooghly, bt road",43.25,866,2,0
on request,"bonhooghly, bt road",61.0,1220,3,0
unimark riviera,"uttarpara, hooghly",58.0,1025,2,0
shivam astoria,"bhadrakali, uttarpara",36.0,1100,3,0
siddha eden lakeville,bt road,96.0,1350,3,1
siddha eden lakeville,bt road,99.0,1300,3,1
nexus 20,"konnagar, hooghly",40.0,1210,3,0
value homes gitanjali,new town,80.0,1227,3,0
satyam apartment,"konnagar, hooghly",36.4,1213,3,0
ipcon realestate,"jyangra, rajarhat",26.84,767,2,0
tata avenida,new town,130.0,1080,2,1
baishnabghata patuli township,"patuli, em bypass",90.46,1350,3,0
on request,new alipore,175.0,1750,3,0
shrachi greenwood nest,new town,153.0,1563,3,1
ideal aquaview,new town,160.0,1485,3,1
ps one 10,new town,225.0,1825,4,1
purti veda,new town,76.0,977,2,0
aryan apartment,nayabad,42.0,849,2,0
ruby green 2,"em bypass,  south",65.0,1272,3,0
heavens gateway,narendrapur,33.5,1000,2,0
"shivam uttara, uttarpara","uttarpara, hooghly",23.24,845,2,0
"shivam prisma, uttarpara","makhla government colony, uttarpara",22.36,860,2,0
urban sabujayan,kalikapur,73.2,1464,3,0
hiland willows,new town,95.0,1556,2,1
"om tower, konnagar","nabagram, hooghly",17.18,731,2,0
"surya tower, konnagar","nabagram, hooghly",27.45,1220,3,0
"surya tower, konnagar","nabagram, hooghly",19.13,850,2,0
"surya tower, konnagar","nabagram, hooghly",21.6,960,2,0
"udayan apartment, konnagar","konnagar, hooghly",17.88,715,2,0
"shivam vista, uttarpara","bhadrakali, uttarpara",24.3,810,2,0
shivam residency,"bhadrakali, uttarpara",27.51,885,3,0
bengal abasan urban sabujayan,mukundapur,69.0,1256,3,1
shivam apartment,"serampore, hooghly",23.5,585,2,0
aryan alivia apartment,mukundapur,40.75,849,2,0
prasad rare earth,kankurgachi,274.0,1309,3,1
castle plaza,"amarabati, sodepur",20.8,880,2,0
on request new booking,ar park,28.49,814,2,0
on request,ar park,54.0,1200,3,0
on requedt,ar park,37.84,901,2,0
"sattaranjan plaza new booking, belgharia","belgharia, bt road",28.4,710,2,0
"gouri plaza new booking, agarpara b t road","agarpara, panihati",27.0,1000,3,0
"manik pir, bhadrakali uttarpara","bhadrakali, uttarpara",26.6,950,2,0
on request,ar park,39.76,846,2,0
rudrani residency,rajarhat,35.0,957,2,0
tara ma enterprises,new town,75.0,1480,3,0
on request,new town,58.0,959,2,0
purna laxmi apartment,"mahamayatala, garia",40.0,977,2,0
on request,ar park,46.64,1014,2,0
on request,ar park,48.3,1050,2,0
ps one 10,new town,210.0,1235,3,1
sweet snehalata,"sodepur,  north",34.0,1050,3,0
mini complex,new garia,38.6,804,2,0
on request,madhyamgram,65.0,2000,4,0
on request,ar park,49.7,1058,2,0
eagle hieghts,"sodepur,  north",32.65,1166,3,0
bengal abasan urban sabujayan,mukundapur,79.5,1489,3,1
bengal abasan urban sabujayan,mukundapur,78.0,1466,3,1
ambuja udita,"survey park, santoshpur",290.0,3482,4,0
sherwood estate,narendrapur,80.0,1410,3,1
sherwood estate,narendrapur,67.0,1400,3,1
sherwood estate,narendrapur,70.0,1304,3,1
sherwood estate,narendrapur,66.0,1320,3,1
sherwood estate,narendrapur,64.0,1250,3,1
sherwood estate,narendrapur,50.0,950,2,1
south city,ce anwar shah rd,215.0,1458,3,1
bitasta apartment,ar park,46.15,982,2,0
on request,"dum dum cantt, south dumdum",48.8,1220,3,0
on request,action area 2,85.0,1452,3,0
shivom utopia,"em bypass,  south",165.0,1373,3,0
on request,"madurdaha, em bypass",50.0,1150,3,0
on request,"madurdaha, em bypass",38.5,850,2,0
unimark lakewood estate,"em bypass,  south",120.0,1228,3,1
ps one 10,new town,150.0,1100,3,1
elita garden vista,new town,135.0,1955,3,1
on request,"kaikhali, vip road",33.18,754,2,0
bct sonar sansar,sonarpur,45.0,1308,3,0
1070 vidyatan sarani,"bidyayatan sarani, bara nagar",23.5,680,2,0
on request new,mg road south,69.86,1383,3,0
nayabad apartments,nayabad,75.0,1400,3,0
kavi nazrul metro,garia,57.0,1275,3,0
kavi nazrul metro,garia,105.0,1870,4,0
sugam sudhir,garia,125.0,1763,3,0
on request,"ce anwarshaw road connector,  south",93.0,1390,3,0
on request,"kaikhali, vip road",46.29,1052,3,0
on request,rajarhat,49.5,1409,3,0
protikkha apartment,behala,38.48,740,2,0
"boral, kolkata, kolkata south",boral,45.0,1440,4,0
suvo sai,"nabagram, hooghly",16.8,700,2,0
suryayan plaza,rajarhat,27.62,850,2,0
kavi nazrul metro,garia,45.0,915,2,0
new project,"kaikhali, vip road",37.75,858,2,0
on request,rajarhat,31.0,885,2,0
southwinds,garia,85.0,1300,3,1
srishti eco star,new town,51.25,960,2,0
jai mata di apartment,"nabagram, hooghly",19.44,810,2,0
bengal peerless avidipta phase 2,mukundapur,310.0,1677,3,1
sugam sabuj,narendrapur,52.0,1338,3,0
on request,"kadamtala,  south",20.0,600,2,0
anandi view,rajarhat,52.8,1578,3,0
hitech residency,rajarhat,27.35,793,2,0
srishti vista,rajarhat,42.35,1100,3,0
suryayan plaza,rajarhat,25.55,786,2,0
"nirala apartment, new booking",rajarhat,42.0,1167,3,0
bengal dcl uttara,new town,175.0,2633,3,1
residential apartment,rajabasanta roy road,165.0,1480,3,0
residential apartment,"dustan park, golpark",229.99999999999997,2100,3,0
sgil residenzza,"airport, dum dum",47.0,996,2,0
anandi view,rajarhat,29.7,887,2,0
wbidfc sankalpa 2,rajarhat,142.0,1453,3,0
dlf new town heights,new town,112.00000000000001,1525,3,1
ideal aquaview,new town,110.00000000000001,1475,3,1
residential apartment,ballygunge circular road,370.0,2230,3,0
dream home bhagirathi,birati,37.28,1065,3,0
deeshari estate,"madurdaha, em bypass",105.0,1525,3,0
shib apartment,birati,28.8,720,2,0
modello highs,"em bypass,  south",172.0,1822,3,1
residential apartment,"ce anwarshaw road connector,  south",55.0,975,2,0
merlin verve,tollygunge,130.0,986,3,0
residential apartment,ce anwar shah rd,120.0,1130,2,0
upohar the condoville,garia,195.0,2079,3,0
gk mansion,birati,25.76,736,2,0
bengal peerless avidipta phase 2,mukundapur,98.0,920,2,1
on request,new town action area 2d,92.0,1479,3,0
on request,new town action area 2d,80.0,1240,3,0
nabankur,new town,72.0,1100,3,0
modello highs,"em bypass,  south",159.0,1807,3,1
urban residency co oprative,new town,63.0,1080,2,0
on request,"dd block newtown, action area 1",60.0,841,2,0
on request,kalikapur,33.5,875,2,0
on request,santoshpur,37.0,700,2,0
on request new,haltu,52.2,900,2,0
on request,kalikapur,44.0,840,2,0
southwinds,garia,55.0,976,2,1
on request new,kalikapur,37.34,680,2,0
on request,"kaikhali, vip road",49.23,1094,3,0
on request,"kaikhali, vip road",39.91,887,2,0
"kalipark, rajarhat, kolkata east","kalipark, rajarhat",73.0,1727,3,0
on request,kestopur,95.0,1840,4,0
"residential apartment,airport","airport, dum dum",28.0,800,2,0
on request,"salua, new town",26.64,692,2,0
ideal aquaview,new town,85.0,1085,2,1
ps amistad,new town,142.0,1074,3,1
priva,new town,117.0,1476,3,0
a and s apartment (newbooking),hridaypur,28.0,1077,3,0
mandira apartment,"agarpara, panihati",25.5,870,2,0
shrachi greenwood elements,new town,180.0,2114,3,1
ratnadeep complex,"rathtala,  north",51.5,1140,3,0
space aurum,bt road,74.0,1035,2,0
binayak 922,kasba,60.85,922,2,0
binayak 1108,nayabad,50.0,1108,3,0
binayak bishnupriya,nayabad,48.59,1130,3,0
moni gold,"purbalok, em bypass",84.5,1300,3,0
jaysree apartment,"purbalok, em bypass",67.0,1118,3,0
binayak astra,nayabad,38.25,850,2,0
bengal abasan urban sabujayan,mukundapur,70.0,1177,3,1
rajdanga,kasba,120.0,1353,3,0
on request,bara nagar,27.55,725,2,0
on request,bara nagar,36.32,908,2,0
on request,bara nagar,48.2,1205,3,0
on request,bara nagar,28.0,700,2,0
siddha town,rajarhat,45.0,1010,3,1
ipcon realestate,"jyangra, rajarhat",29.7,825,2,0
on request,"dum dum cantt, south dumdum",36.76,855,2,0
on request,"baguihati, vip road",36.37,867,2,0
merlin 5th avenue,salt lake,130.0,1000,2,1
dashdrone,rajarhat,31.0,821,2,0
on request,"jyangra, rajarhat",41.4,920,2,0
bengal dcl uttara,new town,175.0,2635,3,1
tata avenida,new town,200.0,1500,3,1
s residency,action area 2,66.0,980,2,0
space clubtown gateway,new town,73.0,1175,2,0
aster green,rajarhat,112.00000000000001,1778,4,0
semi complex,new town,77.25,1303,3,0
hiland woods,action area 2,60.0,770,2,0
rameswara waterview,chotto chandpur,42.0,905,2,0
akash apartment,action area 1,87.0,1342,3,0
unimark lakewood estate,"em bypass,  south",142.0,1111,3,1
stand alone,action area 1,160.0,1750,3,0
realtech fortune square,rajarhat,72.0,1103,3,0
siddha town,rajarhat,37.0,840,2,1
rohra nibas,new town,75.0,1295,3,0
vedic sanjeeva orchard,new town,117.0,1566,3,0
tirath project,"road,  east",45.0,1020,2,0
gurukul heights,action area 3,97.0,1250,3,0
sucasa wood,narendrapur,54.0,1166,3,0
cooperative society,"co-opearative society,  east",87.0,1100,3,0
shrachi greenwood park extension,new town,87.0,1050,2,0
purti hastings,alipore,254.0,2206,4,0
on request,sonarpur,32.0,1400,3,0
"om residency, hind motor","dmotor, uttarpara",23.65,946,2,0
realmark oracle,narendrapur,53.0,960,2,0
on request new,"sakher bazar, barisha",54.0,1200,3,0
ps navyom,new alipore,370.0,2402,4,0
on request,thi,57.86,1258,3,0
mondal plaza new booking sodepur,"sodepur,  north",33.0,1100,3,0
deluxe sankalpa vila,"sodepur,  north",21.0,706,2,0
deluxe sankalpa vila,"sodepur,  north",20.0,680,2,0
on request,new town,60.0,1200,3,0
unimark springfield,rajarhat,75.0,1256,3,1
bengal abasan urban sabujayan,mukundapur,105.0,1794,4,1
eden brookside,thakurpukur,46.0,1219,3,0
magnolia prestige,bishnupur,28.0,850,2,1
siddhaye apartment ii,"bhadrakali, uttarpara",27.06,820,2,0
on request,"madurdaha, em bypass",32.0,800,2,0
sb enterprises,new town,75.0,1481,3,0
on request,"madurdaha, em bypass",58.0,1250,3,0
on request,"madurdaha, em bypass",40.0,872,2,0
on request,"airport, dum dum",31.0,837,2,0
krishnokunja,"silpara, barisha",29.5,900,2,0
on request,"airport, dum dum",22.64,621,1,0
on request,"airport, dum dum",41.25,1115,3,0
dwarika heights dum dum cantt,"dum dum cantt, south dumdum",53.0,1344,3,0
on request,"saha para, fartabad, garia",32.43,791,2,0
on request,"madurdaha, em bypass",65.0,1400,3,0
shrachi greenwood elements,new town,119.0,1830,3,1
mini complex,james long sarani,44.0,900,2,0
raj nandini apartment,behala,27.0,860,2,0
sonar kella ananda park,boral,28.5,710,2,0
"patuli, em bypass, kolkata south","patuli, em bypass",60.0,1069,2,0
on request,"jayashree park, behala",36.4,910,2,0
individual apartment,new town,60.0,1000,2,0
individual apartment,new town,63.0,980,2,0
siddha eden lakeville,bt road,120.0,1374,3,1
on request,ar park,44.07,958,2,0
subhasree apartment,new barrakpur,23.79,881,2,0
bengal abasan urban sabujayan,mukundapur,66.5,1200,3,1
bengal abasan urban sabujayan,mukundapur,65.0,1256,3,1
nirvana apartment,"dmotor, uttarpara",19.57,725,2,0
on request,"patuli, em bypass",54.9,915,2,0
co operative,new town,81.0,1250,3,0
gupta mansion,"anandalok, sodepur",28.5,994,2,0
on request,new town,65.0,1180,3,0
on request,ar park,45.0,958,2,0
on request,ar park,58.7,1276,3,0
on request,santoshpur,50.0,1100,3,0
on request,"sakher bazar, barisha",41.0,906,2,0
bengal shapoorji shukhobristhi,new town,23.2,420,1,1
nabadiganta apartment,"kaikhali, vip road",75.0,1339,3,0
on request,new town,54.99,1170,3,0
unimark lakewood estate,"em bypass,  south",114.99999999999999,1158,3,1
on request,ar park,36.0,766,2,0
uniworld city,new town,204.99999999999997,3900,3,1
sree ganesh apartment,"konnagar, hooghly",20.62,825,2,0
sree ganesh apartment,"konnagar, hooghly",17.5,700,2,0
sree ganesh apartment,"konnagar, hooghly",18.12,725,2,0
prafulla gita apartment 2,"konnagar, hooghly",18.75,750,2,0
no name,"mahamayatala, garia",36.54,870,2,0
kavi nazrul metro,garia,49.5,821,2,0
on request,new town,86.0,1250,3,0
on request,"durganagar, belgharia expressway",40.65,1129,3,0
jai hanuman apartment iii,"dmotor, uttarpara",16.64,640,2,0
bengal peerless avidipta phase 1,mukundapur,67.0,658,2,0
raj rajeshwari apartment - new booking,"konnagar, hooghly",11.0,385,1,0
jai hanuman apartment 1,"konnagar, hooghly",19.83,763,2,0
mannat 1,"konnagar, hooghly",23.8,850,2,0
on ruqist,new town,26.79,570,1,0
southwinds,garia,70.0,1200,3,1
gupta mansion,"anandalok, sodepur",26.3,916,2,0
classic tower,ballygunge,220.00000000000003,2200,3,0
sree ganesh apartment,"konnagar, hooghly",26.25,1050,3,0
jai hanuman apartment,"konnagar, hooghly",28.41,1093,3,0
jai hanuman apartment,"konnagar, hooghly",18.56,714,2,0
high rise,nayabad,43.78,973,2,0
siddha waterfront,"khardah, bt road",48.0,975,2,1
residential apartment,southern avenue,145.0,1215,3,0
on request,new alipore,75.0,945,2,0
on request,nayabad,50.4,1200,3,0
lakeside empire,boral,29.0,853,2,0
alita apartment,nayabad,37.4,831,2,0
"surya tower, konnagar","nabagram, hooghly",20.25,900,2,0
on request,"chit kalikapur, mukundapur",60.0,1116,3,0
the 102,"joka,  south",59.0,990,3,1
the 102,"joka,  south",65.0,1128,3,1
eden astor park,"fartabad, garia",57.0,1040,2,0
hiland park,"em bypass,  south",95.0,1264,3,1
jai hanuman apartment - new booking,"konnagar, hooghly",22.87,817,2,0
sree ganesh apartment,"konnagar, hooghly",23.0,920,3,0
brajananda apartment,"konnagar, hooghly",24.7,950,3,0
mini complex,nayabad,49.86,1108,3,0
on request,"nager bazar, jessore road",27.5,720,2,0
standalone building,new town,155.0,2200,4,0
the ecos,new town,123.0,1369,3,1
standalone building,new town,85.0,1500,3,0
standalone building,new town,78.0,1150,2,0
standalone building ba,new town,80.0,1250,3,0
standalone building,new town,60.0,1050,2,0
on request new booking,action area 3,65.0,1200,3,0
standalone building ca,new town,65.0,1050,2,0
a & s apartment (new booking),"agarpara, panihati",20.95,676,2,0
on request,paschim putiary,44.0,880,2,0
clubtown gardens,dunlop,89.5,1950,3,0
al standalone building,new town,105.0,1480,3,0
standalone building,new town,70.0,1250,3,0
binayak 862,kasba,56.89,862,2,0
al bibha (individual),action area 1,120.0,1700,3,0
residential apartment,park street,200.0,1560,2,0
standalone building,new town,73.0,1111,2,0
siddha eden lakeville,bt road,79.0,1155,3,1
pn request,"dum dum cantt, south dumdum",34.57,804,2,0
on request,"airport, dum dum",45.0,1250,3,0
hi-tech residency,rajarhat,25.97,753,2,0
utsa luxary,new town action area 1a,100.0,1242,2,0
siddhaye apartment iii,"dmotor, uttarpara",18.6,744,2,0
bengal dcl malancha,new town,100.0,1495,3,1
pacific vijoya,garia,34.5,851,2,0
"nirala apartment, new booking",rajarhat,32.18,894,2,0
jupiter airport residency,birati,100.0,1398,3,0
shivom utopia,"em bypass,  south",175.0,1531,3,0
standalone building,new town,84.0,1240,3,0
urban sabujayan,kalikapur,89.7,1795,4,0
"om residency, hind motor","dmotor, uttarpara",21.0,840,2,0
uniworld city,new town,300.0,5400,5,1
ujjwala luxary apartments,new town action area 2d,270.0,2612,3,0
mini complex,garia station road,29.0,800,2,0
suryayan plaza,rajarhat,37.38,1150,3,0
"prafulla plaza new booking, agarpara","agarpara, panihati",13.2,518,1,0
on request,"kaikhali, vip road",48.23,1096,3,0
1250 shyam mandir,"alambazar, bara nagar",56.25,1250,3,0
eden tolly signature,tollygunge,53.0,1075,3,0
deluxe sankalpa vila,"sodepur,  north",21.0,700,2,0
delux adarsha apartment,"sodepur,  north",32.0,1016,3,0
siddhaye apartment ii - new booking.,"bhadrakali, uttarpara",38.87,1178,3,0
antrik apartment,"sodepur,  north",32.0,1010,3,0
mihir kunja,"sodepur,  north",23.52,840,2,0
on request,"purbalok, em bypass",84.5,1300,3,0
purti veda,new town,70.0,933,2,0
shapoorji palanji,action area 3,60.0,910,3,0
uniworld city,new town,155.0,2200,3,1
mithu appartments,"mahamayatala, garia",44.65,950,2,0
joyville howrah tower a1- pinnacle,"salap, howrah",36.9,920,2,0
on request,hatiara extention,25.6,800,2,0
"sabyasachi apartment, new booking",rajarhat,46.0,1124,3,0
unimark springfield,rajarhat,59.0,971,2,1
anandi view,rajarhat,39.6,1183,3,0
uniworld city,new town,310.0,5000,4,1
on request,"garagachha, garia",22.0,530,1,0
mithu appartment,"mahamayatala, garia",42.3,900,2,0
uniworld city,new town,250.0,4000,5,1
uniworld city,new town,310.0,5001,4,1
uniworld city,new town,250.0,4100,5,1
residential apartment,"anandapur, em bypass",100.0,1593,3,0
aryan alivia apartment,mukundapur,75.0,1400,3,0
"surya tower, konnagar","nabagram, hooghly",18.0,800,2,0
individual apartment,"action area 2b, new town",72.11,1311,3,0
individual apartment,"action area 2b, new town",65.0,1198,3,0
individual apartment,"action area 2b, new town",46.38,892,2,0
individual apartment,action area 2,69.06,1303,3,0
bengal abasan urban sabujayan,mukundapur,61.0,1256,3,1
uniworld city,new town,175.0,2200,3,1
"udayan apartment, konnagar","konnagar, hooghly",18.63,745,2,0
amodini apartment,behala chowrasta,30.0,700,2,0
merlin the one,tollygunge,138.0,1200,3,1
on request new booking,"bakultala,  south",27.0,780,2,0
uniworld city,new town,90.0,1226,3,1
hitech residency,rajarhat,31.21,918,2,0
emami city,jessore road,97.0,1150,2,1
"green leaf ,vip enclave","desh bandhu nagar, baguiati",48.0,812,2,0
ch retreat,kasba,73.0,1122,3,0
oas lake life township,"joka,  south",39.0,1100,2,0
on request,"fartabad, garia",31.0,725,2,0
unimark lakewood estate,"em bypass,  south",135.0,1411,3,1
rajwada altitude,"em bypass,  south",121.0,1556,3,1
jai ganesh apartment ii,"dmotor, uttarpara",20.0,773,2,0
mehuli apartment,new garia,49.0,1183,3,0
progressive,"saha para, fartabad, garia",42.0,844,2,0
shrachi greenwood elements,new town,125.0,1830,3,1
shrachi greenwood elements,new town action area 2d,120.0,1830,3,1
purti aqua,rajarhat,62.0,877,2,0
oas lake life township,"joka,  south",39.75,1100,3,0
mini eden complex,new garia,58.0,1233,3,0
merlin residency,ce anwar shah rd,180.0,1950,3,0
eternis,jessore road,58.0,823,2,0
"om residency, hind motor","dmotor, uttarpara",18.0,720,2,0
"om residency, hind motor","dmotor, uttarpara",18.75,750,2,0
on request,ar park,45.76,832,2,0
siddha town,madhyamgram,46.5,1080,2,0
on request,"madurdaha, em bypass",24.0,700,2,0
dtc southern heights,"joka,  south",55.0,970,2,0
vasundhara 1,garia,67.0,1190,3,0
purti hastings,alipore,247.00000000000003,2151,3,0
on request,action area 3,62.0,1200,3,0
merlin verve,tollygunge,145.0,986,3,0
sherwood estate,narendrapur,48.0,985,2,1
sherwood estate,narendrapur,46.0,900,2,1
sherwood estate,narendrapur,65.0,1301,3,1
on request,"madurdaha, em bypass",58.0,1200,3,0
on request,ar park,42.57,774,2,0
on request,"g development society, panchpota",50.96,980,2,0
ps one 10,new town,165.0,770,3,1
on request,"madurdaha, em bypass",42.0,960,3,0
in request,new garia,45.74,1089,3,0
dtc southern heights,"joka,  south",65.99,1062,3,0
dtc southern heights,"joka,  south",70.0,1260,3,0
alokananda,"boalia, rajpur sonarpur",21.62,470,1,0
on request,kestopur,60.0,1529,3,0
rudrashish apartment,"amarabati, sodepur",28.68,1008,2,0
eco star,new town,79.5,1369,3,0
siddha town,rajarhat,34.0,780,2,1
binayak 1060,nayabad,48.76,1060,3,0
dlf new town heights,new town,85.0,1257,2,1
on request,"mahamayatala, garia",54.0,1200,3,0
mahima apartment,tollygunge,33.5,860,2,0
residential apartment,ce anwar shah rd,120.0,1550,3,0
on request,"g development society, panchpota",32.0,854,2,0
maya,golpark,252.0,2100,4,0
akankha apartment,"hb town, sodepur",34.0,1177,3,0
godrej prakriti,"sodepur,  north",48.0,1040,2,1
binayak santoshpur,santoshpur,80.0,1336,3,0
builcon locus,kasba,152.0,1367,3,0
irwo rail vihar,new town,142.0,1540,3,1
on request,"sakher bazar, barisha",25.25,600,2,0
upohar the condoville,garia,185.0,2079,3,0
t apartment,baguiati,50.0,943,2,0
oas lake life township,"joka,  south",48.0,1300,3,0
on request,sonarpur,32.0,1410,3,0
atri green valley,narendrapur,38.5,1310,3,1
puja florence,garia,50.0,900,2,0
"shivam prisma, uttarpara","makhla, uttarpara",19.38,775,2,0
siddhaye apartment 1,"dmotor, uttarpara",38.88,1440,3,0
omkar apartment,"nabagram, hooghly",21.27,945,3,0
mani vista,tollygunge,260.0,1795,3,1
krishna niketan,eswar,33.0,1000,2,0
sonar tori view,new barrakpur,25.76,925,2,0
tirupati paradise,narendrapur,33.3,938,2,0
skyline apartments,brahmapur,65.0,1400,3,0
sweet snehalata,"sodepur,  north",23.0,710,2,0
binayak rose,nayabad,50.4,1120,3,0
siddha galaxia,rajarhat,79.0,1045,2,1
"on request, new booking",action area 1,68.0,1100,2,0
"residential apartment,airport","airport 2 no. gate, north dumdum",26.5,700,2,0
hiland park,"em bypass,  south",102.0,1264,3,1
utsa luxary,new town action area 1a,98.0,1150,2,0
on request,"kaikhali, vip road",33.93,754,2,0
a residency,new town,89.0,1240,3,0
skyline apartment ii,"dmotor, uttarpara",29.4,1050,3,0
ps one 10,new town,134.0,1180,2,1
ps one 10,new town,137.0,761,3,1
mini complex,garia station road,39.78,1020,2,0
rudrani residency,rajarhat,29.0,819,2,0
narmada complex,"kamalgazi, southern bypass",80.0,2152,3,0
on request,"survey park, santoshpur",100.0,1250,3,0
"surya tower, konnagar","nabagram, hooghly",17.44,775,2,0
tata eden court,action area 2e,185.0,2210,3,1
on request,new alipore,130.0,1450,3,0
gurukul grande,new town,77.0,1100,3,0
sabyasachi apartment,rajarhat,47.27,1153,3,0
on request,new alipore,275.0,2900,4,0
residential apartment,"hiland park, santoshpur",114.99999999999999,1264,3,0
on request,"nandi bagan, haltu",36.0,850,2,0
vrg ap,action area 2,65.0,1100,3,0
suryayan plaza,rajarhat expressway,29.0,894,2,0
maa santoshi apartment,rajarhat expressway,20.16,672,2,0
residential apartment,jodhpur park,105.0,1300,2,0
residential apartment,jodhpur park,145.0,1450,3,0
on request,"kaikhali, vip road",41.0,1038,3,0
on request,"madurdaha, em bypass",48.5,1100,3,0
on request,kalikapur,25.0,620,2,0
sun plaza phase 1,rajarhat,35.0,973,2,0
nirvana apartment ii,"dmotor, uttarpara",28.35,1050,3,0
on request,kalikapur,89.38,1625,3,0
on request,kalikapur,70.0,1110,3,0
mini complex,kalikapur,36.0,818,2,0
on request,action area 1,79.0,1125,3,0
on request,action area 1,80.0,1150,3,0
on request,kestopur,27.5,763,2,0
on request,new town action area 2d,82.0,1479,3,0
atri green valley,narendrapur,32.0,920,2,1
avishikta phase 1,kalikapur,79.05,880,2,0
binayak jadavpur,jadavpur,79.8,1140,3,0
1137 binayak,kasba,75.04,1137,3,0
on request,"parnasree palli, behala",50.76,1120,3,0
on request,action area 1,62.0,1050,2,0
on request,"dum dum cantt, south dumdum",50.14,1166,3,0
the v,new town,280.0,2250,3,1
dreamland apartment,narkeldanga,61.0,1360,3,0
emami city,jessore road,150.0,1878,3,1
imperial park,"park circus, ballygunge",105.0,1530,4,0
nirvana apartment ii,"dmotor, uttarpara",18.63,690,2,0
victoria vistas,"bhawanipore, sarat bose road",425.0,2323,3,0
shreshta garden,rajarhat,72.0,1224,3,0
delux unique plus,"sodepur,  north",22.62,871,2,0
siddha town,rajarhat,60.0,1050,3,1
on request new,"purbalok, em bypass",66.95,1030,2,0
jain dream park,garia,43.0,1180,3,0
on request,mukundapur,25.0,700,2,0
on request,new garia,28.98,690,2,0
atri green valley,narendrapur,31.0,855,2,1
