name,location,price,area,bhk
on request,"3 BHK Flat in Kalikapur, Kolkata",₹70 Lac,"1,110 sqft",3 BHK
Mini Complex,"2 BHK Flat in Kalikapur, Kolkata",₹36 Lac,818 sqft,2 BHK
On Request,"3 BHK Flat in Action Area 1, Kolkata",₹79 Lac,"1,125 sqft",3 BHK
On request,"3 BHK Flat in Action Area 1, Kolkata",₹80 Lac,"1,150 sqft",3 BHK
on request,"2 BHK Flat in Kestopur, Kolkata",₹27.5 Lac,763 sqft,2 BHK
On Request,"3 BHK Flat in New Town Action Area 2D, Kolkata",₹82 Lac,"1,479 sqft",3 BHK
"Atri Green Valley
3.7","2 BHK Flat in Narendrapur, Kolkata",₹32 Lac,920 sqft,2 BHK
Avishikta Phase 1,"2 BHK Flat in Kalikapur, Kolkata",₹79.05 Lac,880 sqft,2 BHK
Binayak Jadavpur,"3 BHK Flat in Jadavpur, Kolkata",₹79.8 Lac,"1,140 sqft",3 BHK
1137 Binayak,"3 BHK Flat in Kasba, Kolkata",₹75.04 Lac,"1,137 sqft",3 BHK
On request,"3 BHK Flat in Parnasree Palli, Behala",₹50.76 Lac,"1,120 sqft",3 BHK
On request,"2 BHK Flat in Action Area 1, Kolkata",₹62 Lac,"1,050 sqft",2 BHK
On Request,"3 BHK Flat in Dum Dum Cantt, South Dumdum",₹50.14 Lac,"1,166 sqft",3 BHK
"The V
3.9","3 BHK Flat in New Town, Kolkata",₹2.8 Cr,"2,250 sqft",3 BHK
Dreamland Apartment,"3 BHK Flat in Narkeldanga, Kolkata",₹61 Lac,"1,360 sqft",3 BHK
"Emami City
4.2","3 BHK Flat in Jessore Road, Kolkata",₹1.5 Cr,"1,878 sqft",3 BHK
Imperial Park,"4 BHK Flat in Park Circus, Ballygunge",₹1.05 Cr,"1,530 sqft",4 BHK
Nirvana Apartment II,"2 BHK Flat in Hindmotor, Uttarpara",₹18.63 Lac,690 sqft,2 BHK
Victoria Vistas,"3 BHK Flat in Bhawanipore, Sarat Bose Road",₹4.25 Cr,"2,323 sqft",3 BHK
Shreshta Garden,"3 BHK Flat in Rajarhat, Kolkata",₹72 Lac,"1,224 sqft",3 BHK
Delux Unique Plus,"2 BHK Flat in Sodepur, Kolkata North",₹22.62 Lac,871 sqft,2 BHK
"Siddha Town
3.8","3 BHK Flat in Rajarhat, Kolkata",₹60 Lac,"1,050 sqft",3 BHK
On Request New,"2 BHK Independent Builder Floor in Purbalok, EM Bypass",₹66.95 Lac,"1,030 sqft",2 BHK
Jain Dream Park,"3 BHK Flat in Garia, Kolkata",₹43 Lac,"1,180 sqft",3 BHK
On Request,"2 BHK Flat in Mukundapur, Kolkata",₹25 Lac,700 sqft,2 BHK
On Request,"2 BHK Independent Builder Floor in New Garia, Kolkata",₹28.98 Lac,690 sqft,2 BHK
"Atri Green Valley
3.7","2 BHK Flat in Narendrapur, Kolkata",₹31 Lac,855 sqft,2 BHK
Jai Hanuman Apartment - New Booking,"2 BHK Flat in Konnagar, Hooghly",₹24 Lac,860 sqft,2 BHK
Jai Hanuman Apartment,"2 BHK Flat in Konnagar, Hooghly",₹15.59 Lac,678 sqft,2 BHK
Siddhaye Apartment III,"3 BHK Flat in Hindmotor, Uttarpara",₹36.66 Lac,"1,358 sqft",3 BHK
on request,"2 BHK Flat in Patuli, EM Bypass",₹55.7 Lac,928 sqft,2 BHK
On Request,"2 BHK Flat in Tollygunge, Kolkata",₹45 Lac,"1,000 sqft",2 BHK
"Siddha Town
3.8","3 BHK Flat in Rajarhat, Kolkata",₹43 Lac,"1,005 sqft",3 BHK
Mini Complex,"2 BHK Independent Builder Floor in Nayabad, Kolkata",₹26.71 Lac,636 sqft,2 BHK
On Request New Booking,"3 BHK Independent Builder Floor in Bakultala, Kolkata South",₹46 Lac,"1,250 sqft",3 BHK
On Request,"3 BHK Independent Builder Floor in Patuli, EM Bypass",₹66.9 Lac,"1,115 sqft",3 BHK
Mini Complex,"2 BHK Flat in Garia Station Road, Kolkata",₹37.05 Lac,950 sqft,2 BHK
Mini Complex,"2 BHK Flat in Garia Station Road, Kolkata",₹38.22 Lac,980 sqft,2 BHK
"DLF New Town Heights
3.8","2 BHK Flat in New Town, Kolkata",₹80 Lac,"1,250 sqft",2 BHK
jana,"2 BHK Flat in Charu Market, Tollygunge",₹66.5 Lac,"1,038 sqft",2 BHK
DC Standalone Building,"3 BHK Flat in New Town, Kolkata",₹85 Lac,"1,250 sqft",3 BHK
"DLF New Town Heights
3.8","2 BHK Flat in New Town, Kolkata",₹80 Lac,"1,257 sqft",2 BHK
"Uniworld City
3.8","2 BHK Flat in New Town, Kolkata",₹1.06 Cr,"1,460 sqft",2 BHK
AK Standalone Building,"3 BHK Flat in New Town, Kolkata",₹1.05 Cr,"1,450 sqft",3 BHK
"Bengal Shapoorji Shukhobristhi
4.3","2 BHK Flat in New Town, Kolkata",₹35.5 Lac,700 sqft,2 BHK
Miraa apartment,"2 BHK Flat in Madhyamgram, Kolkata",₹23.25 Lac,750 sqft,2 BHK
On Request,"3 BHK Flat in Action Area 2, Kolkata",₹78 Lac,"1,315 sqft",3 BHK
Signum Windmere,"3 BHK Flat in Madhyamgram, Kolkata",₹65 Lac,"1,130 sqft",3 BHK
Unitech Uniworld Horizon,"2 BHK Flat in New Town, Kolkata",₹1.15 Cr,"1,464 sqft",2 BHK
Skyline Apartment II,"2 BHK Flat in Hindmotor, Uttarpara",₹23.8 Lac,850 sqft,2 BHK
Nirvana Apartment,"2 BHK Flat in Hindmotor, Uttarpara",₹18.2 Lac,728 sqft,2 BHK
"Hiland Park
3.6","3 BHK Flat in EM Bypass, Kolkata South",₹1.2 Cr,"1,328 sqft",3 BHK
CESAB Apartment,"3 BHK Flat in Action Area 1, Kolkata",₹95 Lac,"1,450 sqft",3 BHK
On Request New,"3 BHK Flat in Manton, Diamond Harbour Road",₹1.1 Cr,"1,752 sqft",3 BHK
Om Tower,"3 BHK Flat in Konnagar, Hooghly",₹21.71 Lac,965 sqft,3 BHK
"Unimark Lakewood Estate
3.8","3 BHK Flat in EM Bypass, Kolkata South",₹1.3 Cr,"1,178 sqft",3 BHK
on request,"2 BHK Flat in Prafulla Kanan, Kestopur",₹31 Lac,856 sqft,2 BHK
On Request,"3 BHK Flat in Purbalok, EM Bypass",₹57 Lac,"1,170 sqft",3 BHK
On Request,"3 BHK Flat in Lake Town, Kolkata",₹95 Lac,"1,450 sqft",3 BHK
Debjit,"2 BHK Flat in Lords More, Lake Gardens, Kolkata",₹55.76 Lac,885 sqft,2 BHK
"Uniworld City
3.8","2 BHK Flat in New Town, Kolkata",₹1.05 Cr,"1,460 sqft",2 BHK
On Request,"2 BHK Flat in Haridevpur, Putiary, Kolkata",₹24 Lac,600 sqft,2 BHK
"Godrej Prakriti
4.2","3 BHK Flat in Sodepur, Kolkata North",₹65 Lac,"1,267 sqft",3 BHK
Binayak 1117,"3 BHK Flat in Kasba, Kolkata",₹73.72 Lac,"1,117 sqft",3 BHK
Citrus Cove,"2 BHK Flat in Kamalgazi, Southern Bypass",₹52 Lac,931 sqft,2 BHK
Jai Ganesh Apartment II,"1 BHK Flat in Hindmotor, Uttarpara",₹11.75 Lac,511 sqft,1 BHK
Ambuja Uddipa The Condoville,"2 BHK Flat in Sinthee, BT Road",₹69 Lac,919 sqft,2 BHK
On Request,"2 BHK Flat in Kaikhali, VIP Road",₹31.68 Lac,880 sqft,2 BHK
A & S Galaxy (New booking),"2 BHK Flat in Madhyamgram, Kolkata",₹27.35 Lac,855 sqft,2 BHK
"Uniworld City
3.8","2 BHK Flat in New Town, Kolkata",₹1 Cr,"1,460 sqft",2 BHK
On Request,"3 BHK Independent Builder Floor in New Garia, Kolkata",₹49.69 Lac,"1,183 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹89 Lac,"1,226 sqft",3 BHK
SGIL Residenzza,"2 BHK Flat in Airport, Dum Dum",₹47 Lac,996 sqft,2 BHK
Binayak Irish,"2 BHK Flat in Survey Park, Santoshpur",₹50 Lac,910 sqft,2 BHK
"The Ecos
4.0","3 BHK Flat in New Town, Kolkata",₹1.09 Cr,"1,147 sqft",3 BHK
"Shrachi Greenwood Nest
3.8","3 BHK Flat in New Town, Kolkata",₹1.25 Cr,"1,748 sqft",3 BHK
"Nirala Apartment, New Booking","2 BHK Flat in Rajarhat, Kolkata",₹26.35 Lac,732 sqft,2 BHK
Mini Complex,"2 BHK Flat in Mukundapur, Kolkata",₹36 Lac,780 sqft,2 BHK
Binayak 1183,"3 BHK Flat in Nayabad, Kolkata",₹49.69 Lac,"1,183 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹95 Lac,"1,227 sqft",3 BHK
Deluxe Sankalpa vila,"3 BHK Flat in Sodepur, Kolkata North",₹28 Lac,"1,009 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Sakher Bazar, Barisha",₹35 Lac,900 sqft,2 BHK
On Request,"2 BHK Flat in Kaikhali, VIP Road",₹39.03 Lac,887 sqft,2 BHK
Joyville Howrah Tower A1- Pinnacle,"3 BHK Flat in Salap, Howrah",₹53.1 Lac,"1,145 sqft",3 BHK
On Request,"2 BHK Flat in New Garia, Kolkata",₹41.89 Lac,831 sqft,2 BHK
Pratiksha Apartment,"3 BHK Flat in Behala Thana, Kolkata",₹73 Lac,"1,325 sqft",3 BHK
On Request,"3 BHK Independent Builder Floor in Madurdaha, EM Bypass",₹48 Lac,"1,110 sqft",3 BHK
debajit,"3 BHK Flat in Lords More, Lake Gardens, Kolkata",₹1.15 Cr,"1,750 sqft",3 BHK
Shreshta Garden,"3 BHK Flat in Rajarhat, Kolkata",₹70 Lac,"1,224 sqft",3 BHK
Eco Star,"3 BHK Flat in New Town, Kolkata",₹72.5 Lac,"1,234 sqft",3 BHK
"Hiland Willows
4.0","3 BHK Flat in Action Area 2B, New Town",₹1.3 Cr,"1,788 sqft",3 BHK
"Sureka Sunrise Symphony
3.9","2 BHK Flat in Action Area 2B, New Town",₹50 Lac,831 sqft,2 BHK
on Request,"3 BHK Flat in Rekjuani, Kolkata",₹38.74 Lac,"1,107 sqft",3 BHK
"Shrachi Greenwood Elements
3.9","2 BHK Flat in Action Area 2, Kolkata",₹95 Lac,"1,334 sqft",2 BHK
on Request,"2 BHK Flat in Rekjuani, Kolkata",₹29 Lac,820 sqft,2 BHK
Rajwada Springfield,"3 BHK Flat in Kamalgazi, Southern Bypass",₹80 Lac,"1,575 sqft",3 BHK
On Request,"2 BHK Flat in Saha Para, Fartabad, Garia",₹32 Lac,800 sqft,2 BHK
on request,"3 BHK Flat in AE Block Newtown, New Town",₹91 Lac,"1,350 sqft",3 BHK
Dolly villa,"8 Bedroom House in Haridevpur, Putiary, Kolkata",₹2 Cr,"7,199 sqft",8 BHK
sitapriya Apartment,"2 BHK Flat in Maheshtala, Kolkata",₹13.5 Lac,620 sqft,2 BHK
khoyai cooperative,"2 BHK Flat in Rajdanga, Kasba",₹67 Lac,"1,070 sqft",2 BHK
South City Villa,"3 BHK Flat in Tara Park, Behala",₹90 Lac,"1,435 sqft",3 BHK
"Bengal Shapoorji Shukhobristhi
4.3","1 BHK Flat in New Town, Kolkata",₹23.5 Lac,500 sqft,1 BHK
"Bengal Shapoorji Shukhobristhi
4.3","1 BHK Flat in New Town, Kolkata",₹21.7 Lac,450 sqft,1 BHK
"Bengal Shapoorji Shukhobristhi
4.3","1 BHK Flat in New Town, Kolkata",₹23 Lac,500 sqft,1 BHK
"Bengal Shapoorji Shukhobristhi
4.3","3 BHK Flat in New Town, Kolkata",₹55 Lac,900 sqft,3 BHK
StarOm Millenia,"2 BHK Flat in BT Road, Kolkata",₹72 Lac,931 sqft,2 BHK
Jai Hanuman Tower - New Booking,"2 BHK Flat in Konnagar, Hooghly",₹19 Lac,950 sqft,2 BHK
Sidhidata Apartment - New Booking,"2 BHK Flat in Konnagar, Hooghly",₹17 Lac,726 sqft,2 BHK
individual Apartment,"2 BHK Flat in Action Area 2, Kolkata",₹45 Lac,847 sqft,2 BHK
"Shrachi Greenwood Nest
3.8","3 BHK Flat in New Town, Kolkata",₹1.35 Cr,"1,563 sqft",3 BHK
Trinoyanee apartment,"1 BHK Flat in Madhyamgram, Kolkata",₹13.6 Lac,425 sqft,1 BHK
Binayak Pragati,"3 BHK Flat in Nayabad, Kolkata",₹46.83 Lac,"1,089 sqft",3 BHK
Nayabad Apartments,"3 BHK Flat in Nayabad, Kolkata",₹39.33 Lac,"1,035 sqft",3 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹40 Lac,"1,100 sqft",3 BHK
Jassal House,"2 BHK Flat in Theatre Road, Kolkata",₹1.6 Cr,"1,100 sqft",2 BHK
"Elita Garden Vista
4.3","3 BHK Flat in New Town, Kolkata",₹1.25 Cr,"1,809 sqft",3 BHK
Vedic Smart Home Residency,"3 BHK Flat in New Town, Kolkata",₹55 Lac,"1,300 sqft",3 BHK
Gems City,"4 Bedroom House in Joka, Kolkata South",₹85 Lac,"2,077 sqft",4 BHK
on request,"2 BHK Flat in Dum Dum Cantt, South Dumdum",₹29 Lac,"1,025 sqft",2 BHK
Individual Apartment,"2 BHK Flat in Action Area 2B, New Town",₹43.47 Lac,836 sqft,2 BHK
Ipcon Realestate,"3 BHK Flat in Baguihati, VIP Road",₹51.24 Lac,"1,220 sqft",3 BHK
Bhumik Apartment,"3 BHK Flat in Nayabad, Kolkata",₹60 Lac,"1,460 sqft",3 BHK
PORICHOY APPARTMENT,"2 BHK Flat in Keorapukur Bazar, Putiary, Kolkata",₹20 Lac,600 sqft,2 BHK
"Prince Anwarshaw Road connector, Kolkata South","3 BHK Independent Builder Floor in Prince Anwarshaw Road connector, Kolkata South",₹90 Lac,"1,525 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Mukundapur, Kolkata",₹24 Lac,677 sqft,2 BHK
"Unitech Gardens
4.0","2 BHK Flat in New Town, Kolkata",₹96 Lac,"1,460 sqft",2 BHK
On Request,"4 BHK Flat in New Alipore, Kolkata",₹1.35 Cr,"2,000 sqft",4 BHK
Tirupati Paradise,"3 BHK Flat in Narendrapur, Kolkata",₹37.31 Lac,"1,166 sqft",3 BHK
Rajat Avante,"2 BHK Flat in Joka, Kolkata South",₹51.5 Lac,843 sqft,2 BHK
Rabindra Plaza NEW BOOKING Agarpara B T Road,"2 BHK Flat in Agarpara, Panihati",₹19.04 Lac,680 sqft,2 BHK
On request,"3 BHK Flat in New Town, Kolkata",₹80 Lac,"1,500 sqft",3 BHK
"Sirity, Behala, Kolkata South","2 BHK Independent Builder Floor in Sirity, Behala",₹27 Lac,750 sqft,2 BHK
Rupshali apartment,"3 BHK Flat in AI Block Newtown, New Town",₹77 Lac,"1,083 sqft",3 BHK
"Shrachi Greenwood Nest
3.8","2 BHK Flat in Action Area 1, Kolkata",₹75 Lac,904 sqft,2 BHK
Mehuli Abasan,"3 BHK Flat in Panchasayar, EM Bypass",₹45.74 Lac,"1,089 sqft",3 BHK
On request,"3 BHK Flat in Durganagar, Belgharia Expressway, Kolkata",₹38.84 Lac,"1,079 sqft",3 BHK
Prativa Apartment,"3 BHK Flat in Durganagar, Belgharia Expressway, Kolkata",₹37.65 Lac,"1,046 sqft",3 BHK
"Bengal Shapoorji Shukhobristhi
4.3","1 BHK Flat in New Town, Kolkata",₹23 Lac,480 sqft,1 BHK
"The Ecos
4.0","3 BHK Flat in New Town, Kolkata",₹90 Lac,"1,145 sqft",3 BHK
"Bengal Shapoorji Shukhobristhi
4.3","3 BHK Flat in New Town, Kolkata",₹64 Lac,901 sqft,3 BHK
"Bengal Shapoorji Shukhobristhi
4.3","3 BHK Flat in New Town, Kolkata",₹57 Lac,901 sqft,3 BHK
"Bengal Shapoorji Shukhobristhi
4.3","3 BHK Flat in New Town, Kolkata",₹55 Lac,901 sqft,3 BHK
"Bengal Shapoorji Shukhobristhi
4.3","1 BHK Flat in New Town, Kolkata",₹23 Lac,480 sqft,1 BHK
Hitech Residency,"2 BHK Flat in Rajarhat, Kolkata",₹28.02 Lac,824 sqft,2 BHK
Hitech Residency,"2 BHK Flat in Rajarhat, Kolkata",₹26.96 Lac,793 sqft,2 BHK
"Ideal AquaView
3.7","3 BHK Flat in New Town, Kolkata",₹1.4 Cr,"1,485 sqft",3 BHK
BD CONSTRUCTION,"3 BHK Flat in Bara Nagar, Kolkata",₹58.5 Lac,"1,300 sqft",3 BHK
OAS Lake Life Township,"2 Bedroom House in Joka, Kolkata South",₹39 Lac,"1,080 sqft",2 BHK
Das Villa,"6 Bedroom House in Purbalok, EM Bypass",₹1.5 Cr,"3,000 sqft",6 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹65 Lac,"1,800 sqft",3 BHK
OAS Lake Life Township,"2 BHK Flat in Joka, Kolkata South",₹20.12 Lac,760 sqft,2 BHK
On Request,"2 BHK Flat in Santoshpur, Kolkata",₹33.84 Lac,705 sqft,2 BHK
"DLF New Town Heights
3.8","3 BHK Flat in New Town, Kolkata",₹92 Lac,"1,522 sqft",3 BHK
Merlin Elements,"3 BHK Flat in New Alipore, Kolkata",₹2.2 Cr,"1,739 sqft",3 BHK
Utsa Luxary,"2 BHK Flat in New Town Action area 1A, Kolkata",₹1.05 Cr,"1,246 sqft",2 BHK
"Bengal Shapoorji Shukhobristhi
4.3","1 BHK Flat in New Town, Kolkata",₹23 Lac,480 sqft,1 BHK
On Request,"2 Bedroom House in Ramchandrapur, Narendrapur",₹65 Lac,"1,439 sqft",2 BHK
SGIL Gardenia,"3 BHK Flat in Narendrapur, Kolkata",₹43.5 Lac,"1,135 sqft",3 BHK
SGIL Gardenia,"2 BHK Flat in Narendrapur, Kolkata",₹33 Lac,821 sqft,2 BHK
Ambuja Utsa The Condoville,"3 BHK Flat in New Town, Kolkata",₹1.52 Cr,"1,516 sqft",3 BHK
"On Request, New Booking","3 BHK Flat in New Town, Kolkata",₹50.67 Lac,"1,126 sqft",3 BHK
"Action Area 2B, New Town, Kolkata East","12 Bedroom House in Action Area 2B, New Town",₹4.15 Cr,"1,614 sqft",12 BHK
symphony,"2 BHK Flat in Kamalgazi, Southern Bypass",₹48 Lac,915 sqft,2 BHK
"Hiland Willows
4.0","3 BHK Flat in New Town, Kolkata",₹1.25 Cr,"1,788 sqft",3 BHK
Nirvana Apartment,"3 BHK Flat in Hindmotor, Uttarpara",₹26.25 Lac,"1,050 sqft",3 BHK
Jai Hanuman Residency,"1 BHK Flat in Konnagar, Hooghly",₹9.29 Lac,332 sqft,1 BHK
Jai Hanuman Apartment,"1 BHK Flat in Konnagar, Hooghly",₹10.6 Lac,461 sqft,1 BHK
On Request,"3 BHK Flat in Action Area 2, Kolkata",₹1 Cr,"1,750 sqft",3 BHK
"Belgharia, BT Road, Kolkata North","9 Bedroom House in Belgharia, BT Road",₹2.5 Cr,"3,640 sqft",9 BHK
Saha Apartment,"1 BHK Flat in Konnagar, Hooghly",₹10.05 Lac,335 sqft,1 BHK
Mini Complex,"1 BHK Flat in Nayabad, Kolkata",₹18 Lac,480 sqft,1 BHK
Jai Hanuman Apartment 1,"2 BHK Flat in Konnagar, Hooghly",₹18.85 Lac,725 sqft,2 BHK
Srijan Botanica,"3 Bedroom House in EM Bypass, Kolkata South",₹1.56 Cr,"1,791 sqft",3 BHK
Priti Residency,"1 BHK Flat in Konnagar, Hooghly",₹12.77 Lac,511 sqft,1 BHK
Priti Residency,"2 BHK Flat in Konnagar, Hooghly",₹24.66 Lac,881 sqft,2 BHK
"Bengal Greenfield Ambition
3.8","2 BHK Flat in New Town Action Area 2D, Kolkata",₹57 Lac,780 sqft,2 BHK
On request,"2 BHK Flat in Lake Town, Kolkata",₹36 Lac,800 sqft,2 BHK
Mehuli Nayabad Apartment,"3 BHK Flat in New Garia, Kolkata",₹45 Lac,"1,089 sqft",3 BHK
"Rishi Ecoview
3.8","3 BHK Flat in New Town, Kolkata",₹82 Lac,"1,284 sqft",3 BHK
"Manik Pir, Uttarpara","3 BHK Flat in Bhadrakali, Uttarpara",₹34.16 Lac,"1,220 sqft",3 BHK
Cosmic Enclave,"2 BHK Flat in Shalimar, Andul Road",₹27 Lac,830 sqft,2 BHK
Astra Green,"4 BHK Flat in Chinar Park, Kolkata",₹1.1 Cr,"1,778 sqft",4 BHK
"Arch Starwood
3.8","3 BHK Flat in Chinar Park, Kolkata",₹1.5 Cr,"1,828 sqft",3 BHK
Mirra apartment,"2 BHK Flat in Madhyamgram, Kolkata",₹22.15 Lac,791 sqft,2 BHK
On Request,"2 BHK Flat in Madurdaha, EM Bypass",₹30 Lac,835 sqft,2 BHK
New Project,"2 BHK Flat in Kaikhali, VIP Road",₹30.6 Lac,850 sqft,2 BHK
"DLF New Town Heights
3.8","2 BHK Flat in New Town, Kolkata",₹80 Lac,"1,255 sqft",2 BHK
Sanjeeva Town Duplex,"4 BHK Flat in Action Area 1, Kolkata",₹1.35 Cr,"1,858 sqft",4 BHK
"Bengal Shapoorji Shukhobristhi
4.3","3 BHK Flat in New Town, Kolkata",₹60 Lac,929 sqft,3 BHK
"Bengal Shapoorji Shukhobristhi
4.3","3 BHK Flat in New Town, Kolkata",₹60 Lac,930 sqft,3 BHK
"Bengal Shapoorji Shukhobristhi
4.3","3 BHK Flat in New Town, Kolkata",₹52 Lac,931 sqft,3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹88 Lac,"1,226 sqft",3 BHK
on Request,"2 BHK Flat in Action Area 2, Kolkata",₹44 Lac,"1,060 sqft",2 BHK
Manjula Apartment,"3 BHK Flat in Lake Avenue, Kolkata",₹1.38 Cr,"1,400 sqft",3 BHK
590 Jugipara,"2 BHK Flat in Jugipara, Bara Nagar",₹21.5 Lac,590 sqft,2 BHK
Tata 88 East,"3 BHK Flat in Alipore, Kolkata",₹4.8 Cr,"1,709 sqft",3 BHK
Mayfair Greens,"3 BHK Flat in Narendrapur, Kolkata",₹52 Lac,"1,280 sqft",3 BHK
on Request,"2 BHK Flat in Rekjuani, Kolkata",₹31.5 Lac,900 sqft,2 BHK
on Request,"1 BHK Flat in Rekjuani, Kolkata",₹14.4 Lac,450 sqft,1 BHK
on Request,"2 BHK Flat in Rekjuani, Kolkata",₹24 Lac,750 sqft,2 BHK
Mini Complex,"3 BHK Independent Builder Floor in New Garia, Kolkata",₹46.48 Lac,"1,162 sqft",3 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹60 Lac,"1,575 sqft",3 BHK
OAS Lake Life Township,"4 Bedroom House in Joka, Kolkata South",₹72 Lac,"2,160 sqft",4 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹52 Lac,"1,450 sqft",3 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹40 Lac,"1,100 sqft",3 BHK
NEWTOWN CO OPRATIVE,"3 BHK Flat in BE Block Newtown, Action Area 1",₹71 Lac,"1,115 sqft",3 BHK
"Uniworld City
3.8","2 BHK Flat in New Town, Kolkata",₹1 Cr,"1,464 sqft",2 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹1.6 Cr,"2,204 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹1.45 Cr,"2,204 sqft",3 BHK
"Uniworld City
3.8","4 BHK Flat in New Town, Kolkata",₹2.2 Cr,"3,500 sqft",4 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹92 Lac,"1,228 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹87.5 Lac,"1,225 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹87 Lac,"1,226 sqft",3 BHK
"Atri Green Valley
3.7","1 BHK Flat in Narendrapur, Kolkata",₹22.5 Lac,735 sqft,1 BHK
on ruqist,"3 BHK Flat in New Town, Kolkata",₹48.73 Lac,"1,037 sqft",3 BHK
on request,"2 BHK Flat in New Town, Kolkata",₹40.7 Lac,866 sqft,2 BHK
on request,"2 BHK Flat in New Town, Kolkata",₹39.95 Lac,850 sqft,2 BHK
on request,"2 BHK Flat in Chinar Park, Kolkata",₹32.9 Lac,700 sqft,2 BHK
on request,"2 BHK Flat in Arjunpur, Raghunathpur, Kolkata",₹29.4 Lac,735 sqft,2 BHK
on request,"2 BHK Flat in Teghoria, Kolkata",₹34.12 Lac,853 sqft,2 BHK
A & S APARTMENT (New Booking),"2 BHK Flat in New Barrakpur, Kolkata",₹19.1 Lac,681 sqft,2 BHK
"Uniworld City
3.8","4 BHK Flat in New Town, Kolkata",₹2.15 Cr,"3,433 sqft",4 BHK
"The 102
4.0","3 BHK Flat in Joka, Kolkata South",₹60 Lac,"1,300 sqft",3 BHK
"The 102
4.0","2 BHK Flat in Joka, Kolkata South",₹42 Lac,800 sqft,2 BHK
DTC Southern Heights,"2 BHK Flat in Joka, Kolkata South",₹46 Lac,940 sqft,2 BHK
Florence by Ganguly Group,"3 BHK Flat in Garia, Kolkata",₹99 Lac,"1,545 sqft",3 BHK
"Magnolia City
3.5","3 BHK Flat in Barasat, Kolkata North",₹22.51 Lac,943 sqft,3 BHK
"Magnolia City
3.5","3 BHK Flat in Barasat, Kolkata North",₹23.5 Lac,943 sqft,3 BHK
Rudrani Residency,"3 BHK Flat in Rajarhat, Kolkata",₹38 Lac,"1,079 sqft",3 BHK
On Request,"3 BHK Flat in Nayabad, Kolkata",₹48 Lac,"1,150 sqft",3 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹48 Lac,"1,200 sqft",3 BHK
"Unimark Springfield
3.7","3 BHK Flat in Rajarhat, Kolkata",₹71 Lac,"1,355 sqft",3 BHK
"Uniworld City
3.8","4 BHK Flat in New Town, Kolkata",₹2.5 Cr,"4,000 sqft",4 BHK
chandoa co operative Housing society Limited,"3 BHK Flat in Action Area 2B, New Town",₹70 Lac,"1,150 sqft",3 BHK
"Magnolia Oxygen
4.1","3 BHK Flat in Rajarhat, Kolkata",₹62 Lac,"1,170 sqft",3 BHK
Dadavai Apartment,"2 BHK Flat in Kudghat, Tollygunge",₹50 Lac,900 sqft,2 BHK
On Request,"2 BHK Flat in Kudghat, Tollygunge",₹35 Lac,650 sqft,2 BHK
On Request,"2 BHK Flat in Tollygunge, Kolkata",₹42 Lac,700 sqft,2 BHK
Individual free hold,"3 BHK Flat in Action Area 2, Kolkata",₹76 Lac,"1,300 sqft",3 BHK
On Request,"1 BHK Independent Builder Floor in Nayabad, Kolkata",₹18 Lac,450 sqft,1 BHK
"Bengal Shapoorji Shukhobristhi
4.3","2 BHK Flat in New Town, Kolkata",₹36 Lac,637 sqft,2 BHK
"Bengal Shapoorji Shukhobristhi
4.3","3 BHK Flat in New Town, Kolkata",₹56.2 Lac,901 sqft,3 BHK
"Bengal Shapoorji Shukhobristhi
4.3","3 BHK Flat in New Town, Kolkata",₹61.55 Lac,901 sqft,3 BHK
Ambey Residency,"2 BHK Flat in Chinar Park, Kolkata",₹50 Lac,915 sqft,2 BHK
Sugam Habitat,"3 BHK Flat in EM Bypass, Kolkata South",₹1.5 Cr,"1,525 sqft",3 BHK
Realtech Nirman Bela,"2 BHK Flat in Rajarhat, Kolkata",₹35 Lac,774 sqft,2 BHK
Sova billa,"2 BHK Flat in Madhyamgram, Kolkata",₹29.36 Lac,839 sqft,2 BHK
Udayan Complex,"2 BHK Flat in Konnagar, Hooghly",₹20.59 Lac,916 sqft,2 BHK
DTC Southern Heights,"2 BHK Flat in Joka, Kolkata South",₹53 Lac,870 sqft,2 BHK
"Flat No.3N, Sunanda Apartment","1 BHK Flat in East Balia, Garia",₹19 Lac,349 sqft,1 BHK
